-285.555, 6.296
-275.270, 6.293
-264.985, 6.293
-254.701, 6.287
-244.416, 6.281
-234.131, 6.287
-223.846, 6.296
-213.561, 6.293
-203.277, 6.290
-192.992, 6.278
-182.707, 6.278
-172.422, 6.281
-162.137, 6.278
-151.853, 6.278
-141.568, 6.278
-131.283, 6.278
-120.998, 6.278
-110.713, 6.278
-100.429, 6.278
-90.144, 6.278
-79.859, 6.278
-69.574, 6.278
-59.289, 6.278
-49.005, 6.278
-38.720, 6.278
-28.435, 6.281
-18.150, 6.281
-7.866, 6.278
2.419, 6.278
12.704, 6.278
22.989, 6.278
33.274, 6.278
43.558, 6.278
53.843, 6.278
64.128, 6.278
74.413, 6.278
84.698, 6.278
94.982, 6.278
105.267, 6.278
115.552, 6.282
125.837, 6.278
136.122, 6.278
146.406, 6.281
156.691, 6.281
166.976, 6.290
177.261, 6.382
187.546, 6.449
197.830, 6.516
208.115, 6.596
218.400, 6.666
226.971, 6.745
238.970, 6.822
249.254, 6.914
259.539, 6.978
269.824, 7.045
280.109, 7.126
290.394, 7.210
300.678, 7.296
310.963, 7.381
321.248, 7.488
334.961, 7.543
345.246, 7.574
355.531, 7.586
365.815, 7.617
376.100, 7.623
386.385, 7.650
396.670, 7.654
406.955, 7.663
417.239, 7.669
430.952, 7.675
441.237, 7.681
454.950, 7.687
465.235, 7.687
475.520, 7.693
485.805, 7.702
496.089, 7.718
506.374, 7.712
516.659, 7.712
526.944, 7.702
537.229, 7.709
547.513, 7.712
557.798, 7.718
568.083, 7.722
578.368, 7.715
588.653, 7.709
598.937, 7.718
609.222, 7.736
619.507, 7.736
629.792, 7.718
640.077, 7.718
650.361, 7.730
660.646, 7.724
670.931, 7.724
681.216, 7.724
694.929, 7.721
705.214, 7.715
715.498, 7.715
725.783, 7.718
736.068, 7.722
746.353, 7.733
754.923, 7.727
765.780, 8.124
763.494, 8.011
763.494, 7.901
763.494, 7.791
763.494, 7.681
768.636, 8.401
766.922, 8.268
772.065, 8.525
775.493, 8.658
784.064, 8.834
792.634, 8.951
799.491, 9.052
808.062, 9.155
818.346, 9.265
828.631, 9.375
838.916, 9.476
849.201, 9.522
859.485, 9.580
869.770, 9.613
880.055, 9.644
890.340, 9.705
900.625, 9.791
910.909, 9.763
921.194, 9.830
934.907, 9.846
945.192, 9.885
955.477, 9.882
965.762, 9.889
979.475, 9.944
989.760, 9.941
1003.473, 9.953
1013.757, 9.931
1024.042, 9.941
1034.327, 9.950
1044.612, 9.977
1054.897, 9.968
1065.181, 9.989
1075.466, 9.996
1085.751, 9.974
1096.036, 10.005
1106.321, 9.992
1116.605, 9.971
1126.890, 9.986
1137.175, 10.020
1147.460, 10.020
1157.745, 10.014
1171.458, 9.999
1181.742, 10.011
1192.027, 9.996
1198.884, 9.937
1198.884, 9.843
1202.312, 9.699
1202.312, 9.589
1202.312, 9.479
1202.312, 9.369
1202.312, 9.259
1202.312, 9.149
1202.312, 9.039
1204.597, 8.901
1202.312, 8.828
1205.740, 8.727
1205.740, 8.617
1205.740, 8.507
1205.740, 8.396
1206.883, 8.231
1209.168, 8.085
1210.883, 7.965
1209.168, 7.874
1216.025, 7.773
1217.168, 7.617
1221.167, 7.443
1224.596, 7.305
1233.166, 7.128
1241.737, 7.025
1250.308, 6.904
1260.592, 6.807
1270.877, 6.733
1279.448, 6.663
1291.447, 6.623
1301.732, 6.580
1315.445, 6.544
1325.729, 6.519
1336.014, 6.516
1346.299, 6.501
1356.584, 6.498
1366.869, 6.498
1377.153, 6.498
1387.438, 6.492
1397.723, 6.479
1408.008, 6.483
1418.293, 6.479
1428.577, 6.479
1438.862, 6.479
1449.147, 6.479
1459.432, 6.476
1469.717, 6.467
1480.001, 6.461
1490.286, 6.473
1500.571, 6.461
1510.856, 6.461
1521.141, 6.461
1531.425, 6.461
1541.710, 6.461
1551.995, 6.461
1562.280, 6.461
1572.565, 6.461
1582.849, 6.461
1593.134, 6.461
1603.419, 6.461
1613.704, 6.461
1623.989, 6.461
1634.273, 6.461
1644.558, 6.461
1654.843, 6.458
1665.128, 6.452
1675.413, 6.443
1685.697, 6.446
1695.982, 6.443
1706.267, 6.443
1716.552, 6.443
1726.836, 6.443
1737.121, 6.443
1747.406, 6.443
1755.977, 6.447
1767.976, 6.455
1778.260, 6.452
1788.545, 6.443
1797.116, 6.443
